"id","code","name","definition"
hc_base.subs_code_312435005,"312435005","Industrial and household substance","Industrial and household substance (substance)"
hc_base.subs_code_430862008,"430862008","Microscope slide mounting medium","Microscope slide mounting medium (substance)"
hc_base.subs_code_418149003,"418149003","Psychoactive substance","Psychoactive substance (substance)"
hc_base.subs_code_699746006,"699746006","Specimen transport medium","Specimen transport medium (substance)"
hc_base.subs_code_409505008,"409505008","Sporocidal agent","Sporocidal agent (substance)"
hc_base.subs_code_397165007,"397165007","Stain","Stain (substance)"
hc_base.subs_code_430863003,"430863003","Tissue embedding medium","Tissue embedding medium (substance)"
hc_base.subs_code_430864009,"430864009","Tissue fixative","Tissue fixative (substance)"
hc_base.subs_code_290003003,"290003003","Fundamental constituent of matter","Fundamental constituent of matter (substance)"
hc_base.subs_code_281618008,"281618008","Suspended air particulates","Suspended air particulates (substance)"
hc_base.subs_code_413966000,"413966000","Denatured ethanol","Denatured ethanol (substance)"
hc_base.subs_code_228985002,"228985002","Industrial alcohol","Industrial alcohol (substance)"
hc_base.subs_code_264301008,"264301008","Psychoactive substance of abuse - non-pharmaceutical","Psychoactive substance of abuse - non-pharmaceutical (substance)"
hc_base.subs_code_39953003,"39953003","Tobacco","Tobacco (substance)"
hc_base.subs_code_430834001,"430834001","14-3-3 protein","14-3-3 protein (substance)"
hc_base.subs_code_75574008,"75574008","42-kDa Protein","42-kDa Protein (substance)"
hc_base.subs_code_111995000,"111995000","Abnormal protein","Abnormal protein (substance)"
hc_base.subs_code_4968007,"4968007","Acumentin","Acumentin (substance)"
hc_base.subs_code_707995007,"707995007","Adhesion protein","Adhesion protein (substance)"
hc_base.subs_code_413451007,"413451007","Adiponectin","Adiponectin (substance)"
hc_base.subs_code_88368002,"88368002","Angiotensin I","Angiotensin I (substance)"
hc_base.subs_code_85267009,"85267009","Angiotensin II","Angiotensin II (substance)"
hc_base.subs_code_33963004,"33963004","Angiotensin III","Angiotensin III (substance)"
hc_base.subs_code_272169002,"272169002","Animal protein","Animal protein (substance)"
hc_base.subs_code_69662009,"69662009","alpha Actinin","alpha Actinin (substance)"
hc_base.subs_code_49944008,"49944008","alpha Fetoprotein","alpha Fetoprotein (substance)"
hc_base.subs_code_102666002,"102666002","alpha-Keratin","alpha-Keratin (substance)"
hc_base.subs_code_373936006,"373936006","alpha-Synuclein","alpha-Synuclein (substance)"
hc_base.subs_code_72134001,"72134001","Ankyrin","Ankyrin (substance)"
hc_base.subs_code_413538004,"413538004","Annexin","Annexin (substance)"
hc_base.subs_code_409499007,"409499007","Anthrax toxin protective antigen","Anthrax toxin protective antigen (substance)"
hc_base.subs_code_68498002,"68498002","Antibody","Antibody (substance)"
hc_base.subs_code_4097008,"4097008","Apo-SAA complex","Apo-SAA complex (substance)"
hc_base.subs_code_420618007,"420618007","Aquaporin","Aquaporin family protein (substance)"
hc_base.subs_code_428710007,"428710007","Bacterial protein","Bacterial protein (substance)"
hc_base.subs_code_304372009,"304372009","Binding protein","Binding protein (substance)"
hc_base.subs_code_261228000,"261228000","Bone morphogenic protein","Bone morphogenic protein (substance)"
hc_base.subs_code_40356006,"40356006","beta Fetoprotein","beta Fetoprotein (substance)"
hc_base.subs_code_102667006,"102667006","beta-Keratin","beta-Keratin (substance)"
hc_base.subs_code_90142003,"90142003","Calcium caseinate","Calcium caseinate (substance)"
hc_base.subs_code_41649004,"41649004","Calmodulin","Calmodulin (substance)"
hc_base.subs_code_442069007,"442069007","Calprotectin","Calprotectin (substance)"
hc_base.subs_code_67246004,"67246004","Carcinoembryonic antigen","Carcinoembryonic antigen (substance)"
hc_base.subs_code_16267005,"16267005","Carrier protein","Carrier protein (substance)"
hc_base.subs_code_27847000,"27847000","Ceroid","Ceroid (substance)"
hc_base.subs_code_24254005,"24254005","Cerolipoid","Cerolipoid (substance)"
hc_base.subs_code_61692002,"61692002","Chromoprotein","Chromoprotein (substance)"
hc_base.subs_code_129913005,"129913005","Coenzyme","Coenzyme (substance)"
hc_base.subs_code_73991002,"73991002","Connective tissue protein","Connective tissue protein (substance)"
hc_base.subs_code_27440006,"27440006","Convalescent phase reactant","Convalescent phase reactant (substance)"
hc_base.subs_code_42076001,"42076001","Crystallin","Crystallin (substance)"
hc_base.subs_code_259987000,"259987000","Cytokeratin","Cytokeratin (substance)"
hc_base.subs_code_707735001,"707735001","Cytolytic protein","Cytolytic protein (substance)"
hc_base.subs_code_83475004,"83475004","Desmin","Desmin (substance)"
hc_base.subs_code_710248009,"710248009","Dysferlin","Dysferlin (substance)"
hc_base.subs_code_1471007,"1471007","Elastin","Elastin (substance)"
hc_base.subs_code_90668006,"90668006","Enzyme","Enzyme (substance)"
hc_base.subs_code_304380002,"304380002","Enzyme inhibitor protein","Enzyme inhibitor protein (substance)"
hc_base.subs_code_32789000,"32789000","Ferritin","Ferritin (substance)"
hc_base.subs_code_16236008,"16236008","Fetoprotein","Fetoprotein (substance)"
hc_base.subs_code_59386002,"59386002","Fetuin","Fetuin (substance)"
hc_base.subs_code_72745009,"72745009","Flavodoxin","Flavodoxin (substance)"
hc_base.subs_code_50151001,"50151001","Flavoprotein","Flavoprotein (substance)"
hc_base.subs_code_22185007,"22185007","G protein","G protein (substance)"
hc_base.subs_code_81605002,"81605002","gamma Fetoprotein","gamma Fetoprotein (substance)"
hc_base.subs_code_5086000,"5086000","Gelsolin","Gelsolin (substance)"
hc_base.subs_code_81905004,"81905004","Globulin","Globulin (substance)"
hc_base.subs_code_102686003,"102686003","Glycated protein","Glycated protein (substance)"
hc_base.subs_code_301844007,"301844007","Glycopeptide","Glycopeptide (substance)"
hc_base.subs_code_59804006,"59804006","Glycoprotein","Glycoprotein (substance)"
hc_base.subs_code_7401000,"7401000","Heme-hemopexin complex","Heme-hemopexin complex (substance)"
hc_base.subs_code_30159006,"30159006","Hemeprotein","Hemeprotein (substance)"
hc_base.subs_code_42121005,"42121005","Hemopexin","Hemopexin (substance)"
hc_base.subs_code_70748002,"70748002","Hemosiderin","Hemosiderin (substance)"
hc_base.subs_code_259871002,"259871002","Immunological enzyme or protein","Immunological enzyme or protein (substance)"
hc_base.subs_code_115494003,"115494003","Immunosuppressive acidic protein","Immunosuppressive acidic protein (substance)"
hc_base.subs_code_77942007,"77942007","Integrin leukocyte adhesive protein","Integrin leukocyte adhesive protein (substance)"
hc_base.subs_code_38457004,"38457004","Kerasin","Kerasin (substance)"
hc_base.subs_code_102665003,"102665003","Keratin protein","Keratin protein (substance)"
hc_base.subs_code_12648004,"12648004","LFA-1 leukocyte adhesive protein","Leukocyte function associated antigen-1 adhesive protein (substance) aka LFA-1 leukocyte adhesive protein"
hc_base.subs_code_255774009,"255774009","Latex protein","Latex protein (substance)"
hc_base.subs_code_50957003,"50957003","Leukopterin","Leukopterin (substance)"
hc_base.subs_code_301861005,"301861005","Lipoprotein","Lipoprotein (substance)"
hc_base.subs_code_59094002,"59094002","Melanin","Melanin (substance)"
hc_base.subs_code_21750004,"21750004","Metmyoglobin","Metmyoglobin (substance)"
hc_base.subs_code_10827009,"10827009","Milk protein","Milk protein (substance)"
hc_base.subs_code_82565009,"82565009","Mucopolysaccharide","Mucopolysaccharide (substance)"
hc_base.subs_code_51419003,"51419003","Mucoprotein","Mucoprotein (substance)"
hc_base.subs_code_60702005,"60702005","Myelin protein","Myelin protein (substance)"
hc_base.subs_code_385480007,"385480007","Neurofilament protein","Neurofilament protein (substance)"
hc_base.subs_code_47910006,"47910006","Neurophysin","Neurophysin (substance)"
hc_base.subs_code_405829004,"405829004","Nuclear phosphoprotein","Nuclear phosphoprotein (substance)"
hc_base.subs_code_71185007,"71185007","Nucleoprotein","Nucleoprotein (substance)"
hc_base.subs_code_66796007,"66796007","Oligoclonal protein","Oligoclonal protein (substance)"
hc_base.subs_code_102675000,"102675000","Osteonectin","Osteonectin (substance)"
hc_base.subs_code_102673007,"102673007","Osteopontin","Osteopontin (substance)"
hc_base.subs_code_102671009,"102671009","Parvalbumin","Parvalbumin (substance)"
hc_base.subs_code_449280003,"449280003","Pegloticase","Pegloticase (substance)"
hc_base.subs_code_259627004,"259627004","Placental protein","Placental protein (substance)"
hc_base.subs_code_395835001,"395835001","Plasma protein","Plasma protein (substance)"
hc_base.subs_code_70354003,"70354003","Polypeptide","Polypeptide (substance)"
hc_base.subs_code_111997008,"111997008","Potassium caseinate","Potassium caseinate (substance)"
hc_base.subs_code_37959007,"37959007","Prealbumin","Prealbumin (substance)"
hc_base.subs_code_259636000,"259636000","Pregnancy associated plasma protein A","Pregnancy associated plasma protein A (substance)"
hc_base.subs_code_20221000,"20221000","Profilin","Profilin (substance)"
hc_base.subs_code_406753008,"406753008","Protamine and/or protamine compound","Protamine and/or protamine compound (substance)"
hc_base.subs_code_130998004,"130998004","Protein hormone","Protein hormone (substance)"
hc_base.subs_code_19872007,"19872007","Pyocyanin","Pyocyanin (substance)"
hc_base.subs_code_115464009,"115464009","Pyridinoline","Pyridinoline (substance)"
hc_base.subs_code_29797001,"29797001","Pyroglobulin","Pyroglobulin (substance)"
hc_base.subs_code_407073003,"407073003","Recombinant protein","Recombinant protein (substance)"
hc_base.subs_code_57649002,"57649002","Rhodopsin","Rhodopsin (substance)"
hc_base.subs_code_4610008,"4610008","Senile cardiac protein","Senile cardiac protein (substance)"
hc_base.subs_code_415519006,"415519006","Serpin protein","Serpin protein (substance)"
hc_base.subs_code_79329006,"79329006","Serum protein","Serum protein (substance)"
hc_base.subs_code_23590008,"23590008","Sialoprotein","Sialoprotein (substance)"
hc_base.subs_code_7791007,"7791007","Soy protein","Soy protein (substance)"
hc_base.subs_code_36445004,"36445004","Spectrin","Spectrin (substance)"
hc_base.subs_code_304381003,"304381003","Structural protein","Structural protein (substance)"
hc_base.subs_code_412631008,"412631008","Tau protein","Tau protein (substance)"
hc_base.subs_code_48184006,"48184006","Tropomyosin","Tropomyosin (substance)"
hc_base.subs_code_59268003,"59268003","Tubulin","Tubulin (substance)"
hc_base.subs_code_405831008,"405831008","Tumor suppressor protein","Tumor suppressor protein (substance)"
hc_base.subs_code_32969006,"32969006","Ubiquitin","Ubiquitin (substance)"
hc_base.subs_code_50456001,"50456001","Urine protein","Urine protein (substance)"
hc_base.subs_code_1886008,"1886008","Verdohemoglobin","Verdohemoglobin (substance)"
hc_base.subs_code_75925000,"75925000","Vimentin","Vimentin (substance)"
hc_base.subs_code_710749000,"710749000","Soluble mesothelin related protein","Soluble mesothelin related protein (substance)"
hc_base.subs_code_707996008,"707996008","Yersinia adhesion protein","Yersinia adhesion protein (substance)"
hc_base.subs_code_710190009,"710190009","High molecular weight adiponectin","High molecular weight adiponectin (substance)"
hc_base.subs_code_707213008,"707213008","alpha Fetoprotein, L3","alpha Fetoprotein, L3 (substance)"
hc_base.subs_code_278393006,"278393006","Animal milk protein","Animal milk protein (substance)"
hc_base.subs_code_711062002,"711062002","Animal protein and epidermal substance","Animal protein and epidermal substance (substance)"
hc_base.subs_code_711315003,"711315003","Brine shrimp protein","Artemia salina protein (substance)"
hc_base.subs_code_711316002,"711316002","Daphnia protein","Daphnia protein (substance)"
hc_base.subs_code_303300008,"303300008","Egg protein","Egg protein (substance)"
hc_base.subs_code_711322006,"711322006","Helminth protein","Helminth protein (substance)"
hc_base.subs_code_710942001,"710942001","Insect protein","Insect protein (substance)"
hc_base.subs_code_711089007,"711089007","Mite protein","Mite protein (substance)"
hc_base.subs_code_413539007,"413539007","Annexin A1","Annexin A1 (substance)"
hc_base.subs_code_413540009,"413540009","Annexin A11","Annexin A11 (substance)"
hc_base.subs_code_413541008,"413541008","Annexin A13","Annexin A13 (substance)"
hc_base.subs_code_413542001,"413542001","Annexin A2","Annexin A2 (substance)"
hc_base.subs_code_413543006,"413543006","Annexin A3","Annexin A3 (substance)"
hc_base.subs_code_413544000,"413544000","Annexin A4","Annexin A4 (substance)"
hc_base.subs_code_413545004,"413545004","Annexin V","Annexin A9 (substance)"
hc_base.subs_code_422270009,"422270009","Aquaporin-1","Aquaporin-1 (substance)"
hc_base.subs_code_421790002,"421790002","Aquaporin-10","Aquaporin-10 (substance)"
hc_base.subs_code_422018000,"422018000","Aquaporin-11","Aquaporin-11 (substance)"
hc_base.subs_code_422306001,"422306001","Aquaporin-12","Aquaporin-12 (substance)"
hc_base.subs_code_421359002,"421359002","Aquaporin-2","Aquaporin-2 (substance)"
hc_base.subs_code_420570001,"420570001","Aquaporin-3","Aquaporin-3 (substance)"
hc_base.subs_code_420588009,"420588009","Aquaporin-4","Aquaporin-4 (substance)"
hc_base.subs_code_420851001,"420851001","Aquaporin-5","Aquaporin-5 (substance)"
hc_base.subs_code_421068006,"421068006","Aquaporin-6","Aquaporin-6 (substance)"
hc_base.subs_code_421002009,"421002009","Aquaporin-7","Aquaporin-7 (substance)"
hc_base.subs_code_421244006,"421244006","Aquaporin-8","Aquaporin-8 (substance)"
hc_base.subs_code_421259000,"421259000","Aquaporin-9","Aquaporin-9 (substance)"
hc_base.subs_code_428466008,"428466008","Flagellin","Flagellin (substance)"
hc_base.subs_code_5330007,"5330007","Actin-binding protein","Actin-binding protein (substance)"
hc_base.subs_code_259612004,"259612004","Binding protein 3","Binding protein 3 (substance)"
hc_base.subs_code_41646006,"41646006","Corticotropin binding globulin","Corticotropin binding globulin (substance)"
hc_base.subs_code_62412007,"62412007","Dipeptidyl peptidase IV","Dipeptidyl peptidase IV (substance)"
hc_base.subs_code_63123007,"63123007","Estrogen binding protein","Estrogen binding protein (substance)"
hc_base.subs_code_710250001,"710250001","Galectin-3","Galectin-3 (substance)"
hc_base.subs_code_38082009,"38082009","Hemoglobin","Hemoglobin (substance) aka Hb, Hb - Hemoglobin, HGB - Hemoglobin"
hc_base.subs_code_259619008,"259619008","Insulin-like growth factor binding protein","Insulin-like growth factor binding protein (substance)"
hc_base.subs_code_41410009,"41410009","Intrinsic factor","Intrinsic factor (substance)"
hc_base.subs_code_304382005,"304382005","Lipid transfer protein","Lipid transfer protein (substance)"
hc_base.subs_code_707618008,"707618008","Mannose-binding protein","Mannose-binding protein (substance)"
hc_base.subs_code_82693003,"82693003","Myoglobin","Myoglobin (substance)"
hc_base.subs_code_38744008,"38744008","Progesterone binding protein","Progesterone binding protein (substance)"
hc_base.subs_code_259639007,"259639007","Retinol binding protein","Retinol binding protein (substance)"
hc_base.subs_code_712718002,"712718002","S100 calcium binding protein B","S100 calcium binding protein B (substance)"
hc_base.subs_code_55503002,"55503002","Sex steroid binding globulin","Sex steroid binding globulin (substance)"
hc_base.subs_code_23959001,"23959001","Thyroglobulin","Thyroglobulin (substance)"
hc_base.subs_code_415720002,"415720002","Thyroxine binding globulin","Thyroxine binding globulin (substance)"
hc_base.subs_code_259643006,"259643006","Thyroxine binding prealbumin","Thyroxine binding prealbumin (substance)"
hc_base.subs_code_102676004,"102676004","Transcobalamin","Transcobalamin (substance)"
hc_base.subs_code_59570008,"59570008","Transferrin","Transferrin (substance)"
hc_base.subs_code_707969005,"707969005","Tumor necrosis factor binding protein","Tumor necrosis factor binding protein (substance)"
hc_base.subs_code_6619007,"6619007","Bilirubin Y transport protein","Bilirubin Y transport protein (substance)"
hc_base.subs_code_89717009,"89717009","Bilirubin Z transport protein","Bilirubin Z transport protein (substance)"
hc_base.subs_code_129916002,"129916002","Acetoacetyl coenzyme A","Acetoacetyl coenzyme A (substance)"
hc_base.subs_code_129915003,"129915003","Acetyl coenzyme A","Acetyl coenzyme A (substance)"
hc_base.subs_code_129917006,"129917006","Acyl coenzyme A","Acyl coenzyme A (substance)"
hc_base.subs_code_129914004,"129914004","Coenzyme A","Coenzyme A (substance)"
hc_base.subs_code_412129003,"412129003","Coenzyme Q10","Coenzyme Q10 (substance)"
hc_base.subs_code_129918001,"129918001","Succinyl coenzyme A","Succinyl coenzyme A (substance)"
hc_base.subs_code_709132000,"709132000","Cytokeratin 19","Cytokeratin 19 (substance)"
hc_base.subs_code_259615002,"259615002","Cytokeratin 20","Cytokeratin 20 (substance)"
hc_base.subs_code_707736000,"707736000","Perforin","Perforin (substance)"
hc_base.subs_code_130354005,"130354005","Aspartic proteinase","Aspartic proteinase (substance)"
hc_base.subs_code_30375003,"30375003","Clinically relevant isoenzyme","Clinically relevant isoenzyme (substance)"
hc_base.subs_code_130351002,"130351002","Cysteine carboxypeptidase","Cysteine carboxypeptidase (substance)"
hc_base.subs_code_130353004,"130353004","Cysteine proteinase","Cysteine proteinase (substance)"
hc_base.subs_code_130208004,"130208004","Endoribonuclease","Endoribonuclease (substance)"
